0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
0,78,2,79,67,4,80,5,81,82,7,83,9,84,55,70,85,72,69,14,15,20,86,24,26,31,30,32,33,35,36,38,40,87,42,61,43,44,46,47,49,48,88,89,52,53,90,57,23,63,39,65,91,3,68,21,16,92,62,71,75,56,93,94
